id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,PassageId,Subscription
F_BAN_L019_Q186,19,General,Which division is Mymensingh city in?,Dhaka,Sylhet,Mymensingh,Rajshahi,Mymensingh,MCQ,,,
F_BAN_L019_Q187,19,General,Which city is known for rickshaws and busy streets?,Bandarban,Dhaka,Rangamati,Sunamganj,Dhaka,MCQ,,,
F_BAN_L019_Q188,19,General,Which district is famous for its hills?,Faridpur,Madaripur,Shariatpur,Bandarban,Bandarban,MCQ,,,
F_BAN_L019_Q189,19,General,Which district is famous for the Sundarbans?,Narsingdi,Tangail,Bogura,Khulna,Khulna,MCQ,,,
F_BAN_L019_Q190,19,General,Which river flows through Dhaka?,Karnaphuli,Buriganga,Surma,Teesta,Buriganga,MCQ,,,
F_BAN_L020_Q191,20,General,Which fruit is called the national fruit of Bangladesh?,Mango,Jackfruit,Banana,Guava,Jackfruit,MCQ,,,
F_BAN_L020_Q192,20,General,Which fish is the national fish of Bangladesh?,Katla,Tilapia,Hilsa,Rui,Hilsa,MCQ,,,
F_BAN_L020_Q193,20,General,Which tree is the national tree of Bangladesh?,Coconut Tree,Neem Tree,Mango Tree,Banyan Tree,Banyan Tree,MCQ,,,
F_BAN_L020_Q194,20,General,Which game is the national game of Bangladesh?,Football,Volleyball,Kabaddi,Cricket,Kabaddi,MCQ,,,
F_BAN_L020_Q195,20,General,Which bird is also called the Doel?,Magpie Robin,Pigeon,Eagle,Crow,Magpie Robin,MCQ,,,
F_BAN_L020_Q196,20,General,Which city is famous for tea gardens and green hills?,Khulna,Sylhet,Bogura,Jessore,Sylhet,MCQ,,,
F_BAN_L020_Q197,20,General,Which sea beach is the most popular tourist destination in Bangladesh?,Patenga,Cox's Bazar,Parki Beach,Kuakata,Cox's Bazar,MCQ,,,
F_BAN_L020_Q198,20,General,Which forest is home to the Royal Bengal Tiger?,Sundarbans,Madhupur Forest,Bhawal National Park,Lawachara National Park,Sundarbans,MCQ,,,
F_BAN_L020_Q199,20,General,Which festival marks the Bengali New Year?,Christmas,Durga Puja,Pohela Boishakh,Eid-ul-Fitr,Pohela Boishakh,MCQ,,,
F_BAN_L020_Q200,20,General,Which color is most seen on the Bangladesh national flag?,White,Blue,Yellow,Green,Green,MCQ,,,
F_BAN_L021_Q201,21,Famous Places,Which place is the largest mangrove forest in Bangladesh?,Sundarbans,Lawachara,Bhawal Forest,Madhupur Forest,Sundarbans,MCQ,,,
F_BAN_L021_Q202,21,Famous Places,Which sea beach in Bangladesh is famous for being very long?,Kuakata,Saint Martin,Cox's Bazar,Patenga,Cox's Bazar,MCQ,,,
F_BAN_L021_Q203,21,Famous Places,Which island is famous for its coral reefs?,Saint Martin,Sandwip,Bhola,Hatia,Saint Martin,MCQ,,,
F_BAN_L021_Q204,21,Famous Places,Where is the National Martyrs Memorial located?,Savar,Rangpur,Sylhet,Jessore,Savar,MCQ,,,
F_BAN_L021_Q205,21,Famous Places,Which historic fort is located in Dhaka?,Lalbagh Fort,Sonargaon Gate,Ahsan Fort,Mainamati Fort,Lalbagh Fort,MCQ,,,
F_BAN_L021_Q206,21,Famous Places,Which pink palace museum is in Dhaka?,Liberty Palace,Rose Castle,Curzon Hall,Ahsan Manzil,Ahsan Manzil,MCQ,,,
F_BAN_L021_Q207,21,Famous Places,Which famous mosque is in Bagerhat?,Star Mosque,Shahi Eidgah,Sixty Dome Mosque,Baitul Mukarram,Sixty Dome Mosque,MCQ,,,
F_BAN_L021_Q208,21,Famous Places,Which archaeological site is in Bogura?,Mahasthangarh,Lalmai,Paharpur,Mainamati,Mahasthangarh,MCQ,,,
F_BAN_L021_Q209,21,Famous Places,Which Buddhist monastery is in Naogaon?,Lalbagh Fort,Mahasthangarh,Sonargaon,Paharpur,Paharpur,MCQ,,,
F_BAN_L021_Q210,21,Famous Places,Which ancient city is near Dhaka?,Sreemangal,Teknaf,Ramu,Sonargaon,Sonargaon,MCQ,,,
F_BAN_L022_Q211,22,Famous Places,Which place is famous for tea gardens in the Sylhet region?,Bhola,Sreemangal,Savar,Patuakhali,Sreemangal,MCQ,,,
F_BAN_L022_Q212,22,Famous Places,Which hill district is famous for scenic beauty?,Bandarban,Shariatpur,Sirajganj,Madaripur,Bandarban,MCQ,,,
F_BAN_L022_Q213,22,Famous Places,Which hanging bridge is a famous attraction in Rangamati?,Keane Bridge,Padma Bridge,Rangamati Hanging Bridge,Jamuna Bridge,Rangamati Hanging Bridge,MCQ,,,
F_BAN_L022_Q214,22,Famous Places,Which city is known for the shrine of Hazrat Shah Jalal?,Rajshahi,Khulna,Cumilla,Sylhet,Sylhet,MCQ,,,
F_BAN_L022_Q215,22,Famous Places,Which beach is famous for watching both sunrise and sunset?,Cox's Bazar,Patenga,Saint Martin,Kuakata,Kuakata,MCQ,,,
F_BAN_L022_Q216,22,Famous Places,Which zoo is a popular place in Dhaka?,Bangladesh National Zoo,Dhaka Bird Park,Royal Safari Zoo,Capital Zoo,Bangladesh National Zoo,MCQ,,,
F_BAN_L022_Q217,22,Famous Places,Which museum in Dhaka shows national history?,Bangladesh National Museum,River Museum,Art Palace,Science Tower,Bangladesh National Museum,MCQ,,,
F_BAN_L022_Q218,22,Famous Places,Which parliament building is a famous landmark in Dhaka?,City Hall,Jatiya Sangsad Bhaban,High Court House,Rail Bhaban,Jatiya Sangsad Bhaban,MCQ,,,
F_BAN_L022_Q219,22,Famous Places,Which bridge connects many southern districts and is very famous?,Kanchpur Bridge,Keane Bridge,Padma Bridge,Hardinge Bridge,Padma Bridge,MCQ,,,
F_BAN_L022_Q220,22,Famous Places,Which bridge over the Jamuna River is very famous?,Rupsha Bridge,Keane Bridge,Jamuna Bridge,Padma Bridge,Jamuna Bridge,MCQ,,,
F_BAN_L023_Q221,23,Famous Places,Which forest is famous for many monkeys?,Bhawal Forest,Sundarbans,Lawachara National Park,Madhupur Forest,Lawachara National Park,MCQ,,,
F_BAN_L023_Q222,23,Famous Places,Which place in Cumilla is famous for ancient ruins?,Sonargaon,Mainamati,Ramu,Paharpur,Mainamati,MCQ,,,
F_BAN_L023_Q223,23,Famous Places,Which lake and amusement park is famous in Chattogram?,Foy's Lake,Ramna Park,Osmani Park,Suhrawardy Udyan,Foy's Lake,MCQ,,,
F_BAN_L023_Q224,23,Famous Places,Which park in Dhaka is famous for national events?,Ramna Park,Children Park,Suhrawardy Udyan,Baldha Garden,Suhrawardy Udyan,MCQ,,,
F_BAN_L023_Q225,23,Famous Places,Which garden in Dhaka is famous for its many plants?,National Zoo,Foy's Lake,Ramna Park,Baldha Garden,Baldha Garden,MCQ,,,
F_BAN_L023_Q226,23,Famous Places,Which city is famous for Lalbagh Fort?,Dhaka,Khulna,Rajshahi,Sylhet,Dhaka,MCQ,,,
F_BAN_L023_Q227,23,Famous Places,In which district is the Sixty Dome Mosque located?,Satkhira,Jessore,Bagerhat,Khulna,Bagerhat,MCQ,,,
F_BAN_L023_Q228,23,Famous Places,In which district is Mahasthangarh located?,Bogura,Rajshahi,Rangpur,Dinajpur,Bogura,MCQ,,,
F_BAN_L023_Q229,23,Famous Places,In which district is Paharpur located?,Bogura,Naogaon,Rajshahi,Joypurhat,Naogaon,MCQ,,,
F_BAN_L023_Q230,23,Famous Places,Which place is famous for honey collection?,Bhawal Forest,Madhupur Forest,Sundarbans,Lawachara National Park,Sundarbans,MCQ,,,
F_BAN_L024_Q231,24,Famous Places,Which place is famous for colorful coral reefs?,Saint Martin's Island,Bhola,Kuakata,Cox's Bazar,Saint Martin's Island,MCQ,,,
F_BAN_L024_Q232,24,Famous Places,Which hill district is known for Nilgiri tourist spot?,Sylhet,Khagrachhari,Rangamati,Bandarban,Bandarban,MCQ,,,
F_BAN_L024_Q233,24,Famous Places,Which place is famous for seven-layer tea?,Pabna,Khulna,Sreemangal,Bogura,Sreemangal,MCQ,,,
F_BAN_L024_Q234,24,Famous Places,Which famous park is beside the National Parliament?,Chandrima Udyan,Baldha Garden,Suhrawardy Udyan,Ramna Park,Chandrima Udyan,MCQ,,,
F_BAN_L024_Q235,24,Famous Places,Which city is famous for the National Parliament Building?,Rajshahi,Dhaka,Chattogram,Sylhet,Dhaka,MCQ,,,
F_BAN_L024_Q236,24,Famous Places,Which district is famous for Kuakata Sea Beach?,Cox's Bazar,Noakhali,Patuakhali,Bhola,Patuakhali,MCQ,,,
F_BAN_L024_Q237,24,Famous Places,Which district is known as the City of Mosques?,Rajshahi,Bagerhat,Sylhet,Rangpur,Bagerhat,MCQ,,,
F_BAN_L024_Q238,24,Famous Places,Which museum has old coins and historical objects?,Bangladesh National Museum,Folk Museum,Liberation War Museum,Railway Museum,Bangladesh National Museum,MCQ,,,
F_BAN_L024_Q239,24,Famous Places,Which museum mainly tells the story of the Liberation War?,Postal Museum,Science Museum,Liberation War Museum,Bangladesh National Museum,Liberation War Museum,MCQ,,,
F_BAN_L024_Q240,24,Famous Places,Which city is famous for Foy's Lake?,Chattogram,Khulna,Sylhet,Dhaka,Chattogram,MCQ,,,
F_BAN_L025_Q241,25,Famous Places,Which district is famous for Madhabkunda Waterfall?,Moulvibazar,Rangamati,Bandarban,Khagrachhari,Moulvibazar,MCQ,,,
F_BAN_L025_Q242,25,Famous Places,Which district is famous for Lawachara National Park?,Moulvibazar,Bogura,Jessore,Pabna,Moulvibazar,MCQ,,,
F_BAN_L025_Q243,25,Famous Places,Which place is famous for wild elephants in Bangladesh?,Faridpur,Kushtia,Bandarban,Rajbari,Bandarban,MCQ,,,
F_BAN_L025_Q244,25,Famous Places,Which city is famous for the National Zoo?,Rangpur,Dhaka,Barishal,Cumilla,Dhaka,MCQ,,,
F_BAN_L025_Q245,25,Famous Places,Which place is famous for boating on Kaptai Lake?,Sylhet,Rajshahi,Rangamati,Bogura,Rangamati,MCQ,,,
F_BAN_L025_Q246,25,Famous Places,Which famous place is known for its tea gardens?,Bhola,Sreemangal,Savar,Sonargaon,Sreemangal,MCQ,,,
F_BAN_L025_Q247,25,Famous Places,Which place is famous for ancient Bengali heritage?,Sonargaon,Kuakata,Teknaf,Bandarban,Sonargaon,MCQ,,,
F_BAN_L025_Q248,25,Famous Places,Where do people go to honor the martyrs?,Tangail,Narayanganj,Gazipur,Savar,Savar,MCQ,,,
F_BAN_L025_Q249,25,Famous Places,Which forest has many mangrove trees?,Sundarbans,Ramna Park,Lawachara,Bhawal Forest,Sundarbans,MCQ,,,
F_BAN_L025_Q250,25,Famous Places,Which hill district is famous for beautiful mountains?,Bandarban,Pabna,Faridpur,Bogura,Bandarban,MCQ,,,
F_BAN_L026_Q251,26,Geography,Which is the capital city of Bangladesh?,Cumilla,Rajshahi,Dhaka,Sylhet,Dhaka,MCQ,,,
F_BAN_L026_Q252,26,Geography,Which district is famous for tea gardens?,Barisal,Sylhet,Khulna,Rangpur,Sylhet,MCQ,,,
F_BAN_L026_Q253,26,Geography,Which district is known for the Sundarbans?,Mymensingh,Bogra,Natore,Khulna,Khulna,MCQ,,,
F_BAN_L026_Q254,26,Geography,Which river flows beside Dhaka city?,Padma,Karnaphuli,Buriganga,Jamuna,Buriganga,MCQ,,,
F_BAN_L026_Q255,26,Geography,Which is the longest river in Bangladesh?,Jamuna,Teesta,Padma,Meghna,Jamuna,MCQ,,,
F_BAN_L026_Q256,26,Geography,Which district is famous for Hilsa fish?,Bhola,Dinajpur,Chuadanga,Rangamati,Bhola,MCQ,,,
F_BAN_L026_Q257,26,Geography,Which district is known for Cox's Bazar sea beach?,Cox's Bazar,Feni,Patuakhali,Noakhali,Cox's Bazar,MCQ,,,
F_BAN_L026_Q258,26,Geography,Which district is famous for mangoes?,Kurigram,Habiganj,Rajshahi,Khagrachari,Rajshahi,MCQ,,,
F_BAN_L026_Q259,26,Geography,Which district is famous for lychees?,Jessore,Sunamganj,Dinajpur,Faridpur,Dinajpur,MCQ,,,
F_BAN_L026_Q260,26,Geography,Which district is known for jackfruit and pineapple?,Gazipur,Barguna,Narsingdi,Nilphamari,Gazipur,MCQ,,,
F_BAN_L027_Q261,27,Geography,Which hill district is in Chattogram division?,Rangamati,Kushtia,Sirajganj,Madaripur,Rangamati,MCQ,,,
F_BAN_L027_Q262,27,Geography,Which district is famous for the Sixty Dome Mosque?,Pabna,Rajbari,Bagerhat,Naogaon,Bagerhat,MCQ,,,
F_BAN_L027_Q263,27,Geography,Which district borders India and has many haors?,Gopalganj,Sunamganj,Meherpur,Jhalokathi,Sunamganj,MCQ,,,
F_BAN_L027_Q264,27,Geography,What is the name of the Ganges River in Bangladesh?,Teesta,Surma,Padma,Dhaleshwari,Padma,MCQ,,,
F_BAN_L027_Q265,27,Geography,Which district is famous for shrimp farming?,Kurigram,Tangail,Satkhira,Sherpur,Satkhira,MCQ,,,
F_BAN_L027_Q266,27,Geography,Which district is known for pottery and curd?,Lakshmipur,Feni,Bogra,Netrokona,Bogra,MCQ,,,
F_BAN_L027_Q267,27,Geography,Which district is famous for handloom sarees?,Joypurhat,Tangail,Pirojpur,Thakurgaon,Tangail,MCQ,,,
F_BAN_L027_Q268,27,Geography,Which district is home to the world's longest natural sea beach?,Chandpur,Bandarban,Bhola,Cox's Bazar,Cox's Bazar,MCQ,,,
F_BAN_L027_Q269,27,Geography,Which district is famous for hills and tribal culture?,Bandarban,Kishoreganj,Shariatpur,Rajbari,Bandarban,MCQ,,,
F_BAN_L027_Q270,27,Geography,Which river flows through Chattogram city?,Gorai,Karnaphuli,Padma,Jamuna,Karnaphuli,MCQ,,,
F_BAN_L028_Q271,28,Geography,Which district is located in the Barishal division?,Habiganj,Panchagarh,Patuakhali,Gaibandha,Patuakhali,MCQ,,,
F_BAN_L028_Q272,28,Geography,Which district is the northernmost district of Bangladesh?,Magura,Narayanganj,Panchagarh,Feni,Panchagarh,MCQ,,,
F_BAN_L028_Q273,28,Geography,Which district is famous for fishing and islands?,Noakhali,Rajshahi,Bhola,Natore,Bhola,MCQ,,,
F_BAN_L028_Q274,28,Geography,Which district is known as the city of mosques and saints?,Kurigram,Sylhet,Bagerhat,Khagrachari,Bagerhat,MCQ,,,
F_BAN_L028_Q275,28,Geography,Which country borders Bangladesh on the southeast?,Myanmar,Bhutan,Nepal,India,Myanmar,MCQ,,,
F_BAN_L028_Q276,28,Geography,Which division is Dhaka city in?,Khulna,Dhaka,Chattogram,Rajshahi,Dhaka,MCQ,,,
F_BAN_L028_Q277,28,Geography,Which division is Chattogram city in?,Sylhet,Rangpur,Barishal,Chattogram,Chattogram,MCQ,,,
F_BAN_L028_Q278,28,Geography,Which division is Rajshahi city in?,Rajshahi,Dhaka,Khulna,Mymensingh,Rajshahi,MCQ,,,
F_BAN_L028_Q279,28,Geography,Which division is Khulna city in?,Khulna,Rangpur,Sylhet,Barishal,Khulna,MCQ,,,
F_BAN_L028_Q280,28,Geography,Which division is Barishal city in?,Barishal,Dhaka,Khulna,Chattogram,Barishal,MCQ,,,
F_BAN_L029_Q281,29,Geography,Which division is Sylhet city in?,Rajshahi,Sylhet,Khulna,Barishal,Sylhet,MCQ,,,
F_BAN_L029_Q282,29,Geography,Which division is Rangpur city in?,Dhaka,Chattogram,Rangpur,Mymensingh,Rangpur,MCQ,,,
F_BAN_L029_Q283,29,Geography,Which division is Mymensingh city in?,Mymensingh,Sylhet,Khulna,Barishal,Mymensingh,MCQ,,,
F_BAN_L029_Q284,29,Geography,Which river flows beside Rajshahi?,Buriganga,Jamuna,Karnaphuli,Padma,Padma,MCQ,,,
F_BAN_L029_Q285,29,Geography,Which river flows through Sylhet?,Jamuna,Teesta,Padma,Surma,Surma,MCQ,,,
F_BAN_L029_Q286,29,Geography,Which river flows through Rangpur?,Karnaphuli,Teesta,Padma,Buriganga,Teesta,MCQ,,,
F_BAN_L029_Q287,29,Geography,Which district is famous for pineapples?,Gazipur,Rajshahi,Bogra,Cumilla,Gazipur,MCQ,,,
F_BAN_L029_Q288,29,Geography,Which district is famous for oranges?,Barishal,Dhaka,Sylhet,Khulna,Sylhet,MCQ,,,
F_BAN_L029_Q289,29,Geography,Which district is famous for many haors?,Pabna,Sunamganj,Jessore,Tangail,Sunamganj,MCQ,,,
F_BAN_L029_Q290,29,Geography,Which district is famous for stone collection?,Rangpur,Sylhet,Kushtia,Faridpur,Sylhet,MCQ,,,
F_BAN_L030_Q291,30,Geography,Which district is famous for tea gardens?,Bogra,Moulvibazar,Noakhali,Pabna,Moulvibazar,MCQ,,,
F_BAN_L030_Q292,30,Geography,Which district is famous for Kaptai Lake?,Cox's Bazar,Bandarban,Khagrachhari,Rangamati,Rangamati,MCQ,,,
F_BAN_L030_Q293,30,Geography,Which district is famous for Sajek Valley?,Khulna,Rajshahi,Sylhet,Rangamati,Rangamati,MCQ,,,
F_BAN_L030_Q294,30,Geography,Which district has Madhabkunda Waterfall?,Moulvibazar,Bogra,Bandarban,Cumilla,Moulvibazar,MCQ,,,
F_BAN_L030_Q295,30,Geography,Which district is famous for Ratargul Swamp Forest?,Jessore,Barishal,Rangpur,Sylhet,Sylhet,MCQ,,,
F_BAN_L030_Q296,30,Geography,Which district is famous for shrimp farming?,Satkhira,Naogaon,Tangail,Rajbari,Satkhira,MCQ,,,
F_BAN_L030_Q297,30,Geography,Which district is home to the Sundarbans?,Natore,Faridpur,Khulna,Cumilla,Khulna,MCQ,,,
F_BAN_L030_Q298,30,Geography,Which district is famous for Kuakata Sea Beach?,Bhola,Patuakhali,Feni,Cox's Bazar,Patuakhali,MCQ,,,
F_BAN_L030_Q299,30,Geography,Which district is famous for coral islands?,Khulna,Sylhet,Rajshahi,Cox's Bazar,Cox's Bazar,MCQ,,,
F_BAN_L030_Q300,30,Geography,Which district is famous for St. Martin's Island?,Barguna,Cox's Bazar,Noakhali,Bhola,Cox's Bazar,MCQ,,,
F_BAN_L031_Q301,31,Heritage,Which heritage forest is the largest mangrove forest in the world?,Sundarbans,Amazon,Black Forest,Congo Forest,Sundarbans,MCQ,,,
F_BAN_L031_Q302,31,Heritage,Which heritage site in Bangladesh is famous for the Sixty Dome Mosque?,Cumilla,Rajshahi,Sylhet,Bagerhat,Bagerhat,MCQ,,,
F_BAN_L031_Q303,31,Heritage,Which ancient Buddhist monastery is a UNESCO World Heritage Site?,Lalbagh Fort,Mahasthangarh,Paharpur,Mainamati,Paharpur,MCQ,,,
F_BAN_L031_Q304,31,Heritage,Which movement in 1952 is an important heritage of Bangladesh?,Language Movement,Liberation War,Farmers' Movement,Green Movement,Language Movement,MCQ,,,
F_BAN_L031_Q305,31,Heritage,Which monument reminds us of the Language Movement?,Ahsan Manzil,Shaheed Minar,Lalbagh Fort,National Parliament,Shaheed Minar,MCQ,,,
F_BAN_L031_Q306,31,Heritage,Which festival celebrates the Bengali New Year?,Buddha Purnima,Pohela Boishakh,Christmas,Eid,Pohela Boishakh,MCQ,,,
F_BAN_L031_Q307,31,Heritage,Which traditional food is popular in Bangladesh?,Pitha,Pizza,Burger,Pasta,Pitha,MCQ,,,
F_BAN_L031_Q308,31,Heritage,Which traditional fabric is famous in Bangladesh?,Silk Tie,Jamdani,Denim,Nylon,Jamdani,MCQ,,,
F_BAN_L031_Q309,31,Heritage,Which historic city is famous for its old mosques?,Sylhet,Bagerhat,Rangpur,Khulna,Bagerhat,MCQ,,,
F_BAN_L031_Q310,31,Heritage,Which ancient site is known as the oldest city in Bangladesh?,Mainamati,Sonargaon,Paharpur,Mahasthangarh,Mahasthangarh,MCQ,,,
F_BAN_L032_Q311,32,Heritage,Which place was once an old capital of Bengal?,Rajshahi,Cumilla,Sonargaon,Sylhet,Sonargaon,MCQ,,,
F_BAN_L032_Q312,32,Heritage,Which river tradition is part of Bangladesh's heritage?,Train culture,Air travel,Boat culture,Car racing,Boat culture,MCQ,,,
F_BAN_L032_Q313,32,Heritage,Which kind of music is part of Bangladesh's heritage?,Folk songs,Rock music,Rap music,Opera,Folk songs,MCQ,,,
F_BAN_L032_Q314,32,Heritage,Which poet wrote many famous Bengali songs?,Isaac Newton,Rabindranath Tagore,Albert Einstein,William Shakespeare,Rabindranath Tagore,MCQ,,,
F_BAN_L032_Q315,32,Heritage,Who is known as the Rebel Poet of Bangladesh?,Jasimuddin,Kazi Nazrul Islam,Rabindranath Tagore,Begum Rokeya,Kazi Nazrul Islam,MCQ,,,
F_BAN_L032_Q316,32,Heritage,Which traditional blanket is stitched by hand?,Nakshi Kantha,Towel,Rug,Blanket Roll,Nakshi Kantha,MCQ,,,
F_BAN_L032_Q317,32,Heritage,Which traditional musical instrument is used in folk songs?,Dotara,Violin,Guitar,Piano,Dotara,MCQ,,,
F_BAN_L032_Q318,32,Heritage,Which craft is made from bamboo and cane?,Basket making,Glass making,Car making,Steel making,Basket making,MCQ,,,
F_BAN_L032_Q319,32,Heritage,Which traditional village craft is made from clay?,Plastic toys,Metal pipes,Paper boxes,Pottery,Pottery,MCQ,,,
F_BAN_L032_Q320,32,Heritage,Which traditional hand fan is made from palm leaves?,Electric fan,Ceiling fan,Table fan,Palm-leaf fan,Palm-leaf fan,MCQ,,,
F_BAN_L033_Q321,33,Heritage,Which traditional cloth is woven by hand?,Polyester,Nylon,Denim,Jamdani,Jamdani,MCQ,,,
F_BAN_L033_Q322,33,Heritage,Which traditional art is painted on the ground during festivals?,Graffiti,Poster,Alpana,Wall Paint,Alpana,MCQ,,,
F_BAN_L033_Q323,33,Heritage,Which colorful paintings decorate many rickshaws?,Comic art,Wall paper,Street signs,Rickshaw art,Rickshaw art,MCQ,,,
F_BAN_L033_Q324,33,Heritage,Which traditional fair is popular in villages?,Book Expo,Village Mela,Air Show,Car Show,Village Mela,MCQ,,,
F_BAN_L033_Q325,33,Heritage,Which traditional game is the national game of Bangladesh?,Rugby,Ice Hockey,Kabaddi,Baseball,Kabaddi,MCQ,,,
F_BAN_L033_Q326,33,Heritage,Which traditional occupation is part of river life?,Programming,Mining,Piloting,Fishing,Fishing,MCQ,,,
F_BAN_L033_Q327,33,Heritage,Which craft is famous in Tangail?,Cement blocks,Toys,Glass bottles,Handloom sarees,Handloom sarees,MCQ,,,
F_BAN_L033_Q328,33,Heritage,Which heritage item is worn by many women on festivals?,Jacket,Jamdani Saree,Jeans,Coat,Jamdani Saree,MCQ,,,
F_BAN_L033_Q329,33,Heritage,Which village activity includes singing together?,Video games,Folk music,Motor racing,Movie acting,Folk music,MCQ,,,
F_BAN_L033_Q330,33,Heritage,Which traditional drum is played at village festivals?,Drum Set,Trumpet,Dhol,Keyboard,Dhol,MCQ,,,
F_BAN_L034_Q331,34,Heritage,Which natural heritage is home to the Royal Bengal Tiger?,Sundarbans,Sahara,Himalayas,Amazon,Sundarbans,MCQ,,,
F_BAN_L034_Q332,34,Heritage,Which place is famous for preserving old Bengali traditions?,Sonargaon,Bandarban,Bhola,Teknaf,Sonargaon,MCQ,,,
F_BAN_L034_Q333,34,Heritage,Which historic building in Dhaka was built during the Mughal period?,Curzon Hall,Ahsan Manzil,High Court,Lalbagh Fort,Lalbagh Fort,MCQ,,,
F_BAN_L034_Q334,34,Heritage,Which palace reminds us of the Nawabs of Dhaka?,Sonargaon,Ahsan Manzil,Mainamati,Lalbagh Fort,Ahsan Manzil,MCQ,,,
F_BAN_L034_Q335,34,Heritage,Which ancient site in Cumilla shows Buddhist history?,Bagerhat,Sonargaon,Mainamati,Sylhet,Mainamati,MCQ,,,
F_BAN_L034_Q336,34,Heritage,Which UNESCO World Heritage Site is famous for many old mosques?,Historic Mosque City of Bagerhat,Lawachara,Cox's Bazar,Saint Martin's Island,Historic Mosque City of Bagerhat,MCQ,,,
F_BAN_L034_Q337,34,Heritage,Which heritage place is famous for Buddhist ruins in Naogaon?,Sonargaon,Paharpur,Mahasthangarh,Mainamati,Paharpur,MCQ,,,
F_BAN_L034_Q338,34,Heritage,Which archaeological site is located in Bogura?,Mahasthangarh,Lalbagh Fort,Bagerhat,Ahsan Manzil,Mahasthangarh,MCQ,,,
F_BAN_L034_Q339,34,Heritage,Which cultural value is an important part of Bangladesh's heritage?,Noise,Respect for elders,Greed,Rudeness,Respect for elders,MCQ,,,
F_BAN_L034_Q340,34,Heritage,Which celebration often includes village fairs?,Tech Expo,Car Race,Air Show,Pohela Boishakh,Pohela Boishakh,MCQ,,,
F_BAN_L035_Q341,35,Heritage,Which traditional food is often eaten in winter?,Pitha,Sandwich,Burger,Pizza,Pitha,MCQ,,,
F_BAN_L035_Q342,35,Heritage,Which festival celebrates the first day of the Bengali calendar?,Christmas,Eid-ul-Adha,Pohela Boishakh,Victory Day,Pohela Boishakh,MCQ,,,
F_BAN_L035_Q343,35,Heritage,Which instrument is commonly used in Bangladeshi folk music?,Piano,Dotara,Violin,Guitar,Dotara,MCQ,,,
F_BAN_L035_Q344,35,Heritage,Which craft is made from bamboo and cane?,Brick making,Glass making,Basket weaving,Car making,Basket weaving,MCQ,,,
F_BAN_L035_Q345,35,Heritage,Which vehicle is famous for colorful paintings in Bangladesh?,Train,Rickshaw,Airplane,Bus,Rickshaw,MCQ,,,
F_BAN_L035_Q346,35,Heritage,Which heritage value teaches people to protect traditions?,Respecting culture,Wasting resources,Ignoring history,Forgetting customs,Respecting culture,MCQ,,,
F_BAN_L035_Q347,35,Heritage,Which traditional song is often heard in villages?,Rap song,Folk song,Rock song,Opera,Folk song,MCQ,,,
F_BAN_L035_Q348,35,Heritage,Which traditional cloth is woven by skilled artisans?,Nylon,Cotton Shirt,Denim,Jamdani,Jamdani,MCQ,,,
F_BAN_L035_Q349,35,Heritage,Which village craft uses clay to make useful items?,Pottery,Steel work,Plastic work,Glass making,Pottery,MCQ,,,
F_BAN_L035_Q350,35,Heritage,Which heritage place was once an important trading center?,Rangamati,Bhola,Sonargaon,Bandarban,Sonargaon,MCQ,,,
F_BAN_L036_Q351,36,Heritage,Which forest is home to many deer and Royal Bengal Tigers?,Bhawal,Lawachara,Sundarbans,Madhupur,Sundarbans,MCQ,,,
F_BAN_L036_Q352,36,Heritage,Which traditional fair is held in many villages?,Science Fair,Motor Show,Air Show,Village Mela,Village Mela,MCQ,,,
F_BAN_L036_Q353,36,Heritage,Which heritage monument reminds us of the Language Movement?,Curzon Hall,National Parliament,Shaheed Minar,Ahsan Manzil,Shaheed Minar,MCQ,,,
F_BAN_L036_Q354,36,Heritage,Which traditional game is enjoyed by two teams?,Rugby,Ice Hockey,Baseball,Kabaddi,Kabaddi,MCQ,,,
F_BAN_L036_Q355,36,Heritage,Which traditional fabric is famous around the world for its fine weaving?,Jamdani,Wool,Nylon,Denim,Jamdani,MCQ,,,
F_BAN_L036_Q356,36,Heritage,Which traditional occupation is important in river areas?,Mining,Piloting,Driving,Fishing,Fishing,MCQ,,,
F_BAN_L036_Q357,36,Heritage,Which heritage craft is made using clay?,Pottery,Carpentry,Welding,Printing,Pottery,MCQ,,,
F_BAN_L036_Q358,36,Heritage,Which activity helps keep folk traditions alive?,Video games,Folk music,Television,Racing,Folk music,MCQ,,,
F_BAN_L036_Q359,36,Heritage,Which traditional dress is worn on special festivals?,School Uniform,Jamdani Saree,Coat,Jeans,Jamdani Saree,MCQ,,,
F_BAN_L036_Q360,36,Heritage,Which value helps people preserve Bangladesh's heritage?,Respecting culture,Ignoring traditions,Forgetting customs,Wasting history,Respecting culture,MCQ,,,
