id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,PassageId,Subscription
F_ENG_L143_Q1421,141,Build the Sentence,Arrange the words to make a sentence.,,,,,The|flowers|are|very|beautiful|.,rearrange,very|beautiful|The|are|flowers|.,,Free
F_ENG_L143_Q1422,142,Build the Sentence,Arrange the words to make a sentence.,,,,,My|brother|likes|to|read|.,rearrange,to|read|My|likes|brother|.,,Free
F_ENG_L143_Q1423,142,Build the Sentence,Arrange the words to make a sentence.,,,,,The|children|are|playing|outside|.,rearrange,playing|The|outside|children|are|.,,Free
F_ENG_L143_Q1424,142,Build the Sentence,Arrange the words to make a sentence.,,,,,The|little|girl|is|singing|.,rearrange,singing|girl|The|is|little|.,,Free
F_ENG_L143_Q1425,142,Build the Sentence,Arrange the words to make a sentence.,,,,,My|best|friend|lives|nearby|.,rearrange,nearby|friend|My|lives|best|.,,Free
F_ENG_L143_Q1426,142,Build the Sentence,Arrange the words to make a sentence.,,,,,We|went|to|the|zoo|yesterday|.,rearrange,yesterday|the|We|zoo|to|went|.,,Free
F_ENG_L143_Q1427,142,Build the Sentence,Arrange the words to make a sentence.,,,,,I|saw|a|big|elephant|.,rearrange,big|elephant|I|a|saw|.,,Free
F_ENG_L143_Q1428,142,Build the Sentence,Arrange the words to make a sentence.,,,,,The|boy|is|riding|a|bicycle|.,rearrange,a|bicycle|The|is|boy|riding|.,,Free
F_ENG_L143_Q1429,142,Build the Sentence,Arrange the words to make a sentence.,,,,,My|sister|has|a|beautiful|dress|.,rearrange,beautiful|dress|My|has|a|sister|.,,Free
F_ENG_L143_Q1430,142,Build the Sentence,Arrange the words to make a sentence.,,,,,The|birds|are|flying|in|the|sky|.,rearrange,in|the|birds|sky|The|are|flying|.,,Free
F_ENG_L144_Q1431,142,Build the Sentence,Arrange the words to make a sentence.,,,,,The|children|played|football|after|school|.,rearrange,after|school|football|The|played|children|.,,Free
F_ENG_L144_Q1432,143,Build the Sentence,Arrange the words to make a sentence.,,,,,I|brush|my|teeth|every|morning|.,rearrange,every|morning|my|I|teeth|brush|.,,Free
F_ENG_L144_Q1433,143,Build the Sentence,Arrange the words to make a sentence.,,,,,We|visited|our|grandparents|last|week|.,rearrange,last|week|our|We|grandparents|visited|.,,Free
F_ENG_L144_Q1434,143,Build the Sentence,Arrange the words to make a sentence.,,,,,The|rain|made|the|road|wet|.,rearrange,the|wet|road|The|made|rain|.,,Free
F_ENG_L144_Q1435,143,Build the Sentence,Arrange the words to make a sentence.,,,,,Sara|helped|her|mother|in|the|kitchen|.,rearrange,in|the|mother|Sara|kitchen|helped|her|.,,Free
F_ENG_L144_Q1436,143,Build the Sentence,Arrange the words to make a sentence.,,,,,The|young|boy|opened|the|door|slowly|.,rearrange,slowly|the|boy|opened|young|The|door|.,,Free
F_ENG_L144_Q1437,143,Build the Sentence,Arrange the words to make a sentence.,,,,,Every|morning|I|drink|a|glass|of|milk|.,rearrange,a|milk|Every|of|morning|I|glass|drink|.,,Free
F_ENG_L144_Q1438,143,Build the Sentence,Arrange the words to make a sentence.,,,,,My|father|reads|the|newspaper|every|morning|.,rearrange,every|reads|morning|the|My|newspaper|father|.,,Free
F_ENG_L144_Q1439,143,Build the Sentence,Arrange the words to make a sentence.,,,,,The|teacher|gave|us|some|interesting|homework|.,rearrange,interesting|us|homework|The|some|teacher|gave|.,,Free
F_ENG_L144_Q1440,143,Build the Sentence,Arrange the words to make a sentence.,,,,,We|should|always|help|people|in|need|.,rearrange,people|always|in|need|We|help|should|.,,Free
F_ENG_L145_Q1441,143,Build the Sentence,Arrange the words to make a sentence.,,,,,The|small|rabbit|quickly|ran|into|the|garden|.,rearrange,into|quickly|garden|The|ran|small|rabbit|the|.,,Free
F_ENG_L145_Q1442,144,Build the Sentence,Arrange the words to make a sentence.,,,,,I|was|very|happy|to|see|my|friend|.,rearrange,to|my|friend|I|very|was|see|happy|.,,Free
F_ENG_L145_Q1443,144,Build the Sentence,Arrange the words to make a sentence.,,,,,The|little|girl|carefully|carried|the|glass|.,rearrange,the|glass|carefully|The|carried|little|girl|.,,Free
F_ENG_L145_Q1444,144,Build the Sentence,Arrange the words to make a sentence.,,,,,After|lunch|we|went|outside|to|play|.,rearrange,to|play|After|outside|we|lunch|went|.,,Free
F_ENG_L145_Q1445,144,Build the Sentence,Arrange the words to make a sentence.,,,,,My|friend|and|I|made|a|sandcastle|at|the|beach|.,rearrange,at|made|the|My|sandcastle|beach|and|I|a|friend|.,,Free
F_ENG_L145_Q1446,144,Build the Sentence,Arrange the words to make a sentence.,,,,,The|kind|girl|shared|her|lunch|with|her|friend|.,rearrange,with|her|lunch|The|friend|shared|kind|her|girl|.,,Free
F_ENG_L145_Q1447,144,Build the Sentence,Arrange the words to make a sentence.,,,,,We|cleaned|our|classroom|before|the|teacher|arrived|.,rearrange,before|arrived|our|the|We|teacher|classroom|cleaned|.,,Free
F_ENG_L145_Q1448,144,Build the Sentence,Arrange the words to make a sentence.,,,,,The|bright|moon|shone|over|the|quiet|village|.,rearrange,over|quiet|The|village|shone|bright|the|moon|.,,Free
F_ENG_L145_Q1449,144,Build the Sentence,Arrange the words to make a sentence.,,,,,When|it|rained|we|stayed|inside|the|house|.,rearrange,inside|When|the|rained|house|we|it|stayed|.,,Free
F_ENG_L145_Q1450,144,Build the Sentence,Arrange the words to make a sentence.,,,,,Although|the|bag|was|heavy|the|boy|carried|it|.,rearrange,carried|Although|it|the|boy|heavy|was|bag|the|.,,Free
F_ENG_L146_Q1451,144,Build the Sentence,Arrange the words to make a sentence.,,,,,Before|going|to|bed|I|always|read|a|story|.,rearrange,a|always|Before|story|I|going|read|to|bed|.,,Free
