Id,Level,TopicHeadings,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_MAT_L022_Q220,22,Even & Odd Numbers,Which number is odd?,18,72,95,40,95,Balloon,,
F_MAT_L023_Q221,23,Even & Odd Numbers,Is 48 an even or odd number?,Even,Odd,,,Even,MCQ,,
F_MAT_L023_Q222,23,Even & Odd Numbers,Is 67 an even or odd number?,Even,Odd,,,Odd,MCQ,,
F_MAT_L023_Q223,23,Even & Odd Numbers,What is the next even number after 34? Answer: _____,,,,,36,FillBlank,,
F_MAT_L023_Q224,23,Even & Odd Numbers,What is the next odd number after 51? Answer: _____,,,,,53,FillBlank,,
F_MAT_L023_Q225,23,Even & Odd Numbers,What is the previous even number before 82? Answer: _____,,,,,80,FillBlank,,
F_MAT_L023_Q226,23,Even & Odd Numbers,What is the previous odd number before 39? Answer: _____,,,,,37,FillBlank,,
F_MAT_L023_Q227,23,Even & Odd Numbers,Write the smallest even number greater than 57. Answer: _____,,,,,58,FillBlank,,
F_MAT_L023_Q228,23,Even & Odd Numbers,Write the largest odd number less than 70. Answer: _____,,,,,69,FillBlank,,
F_MAT_L023_Q229,23,Even & Odd Numbers,Is 100 an even or odd number?,Even,Odd,,,Even,MCQ,,
F_MAT_L023_Q230,23,Even & Odd Numbers,Is 1 an even or odd number?,Even,Odd,,,Odd,MCQ,,
F_MAT_L024_Q231,24,Even & Odd Numbers,An even number is divisible by _____.,,,,,2,FillBlank,,
F_MAT_L024_Q232,24,Even & Odd Numbers,An odd number leaves a remainder of _____ when divided by 2.,,,,,1,FillBlank,,
F_MAT_L024_Q233,24,Even & Odd Numbers,The last digit of an even number can be 0 • 2 • 4 • 6 • _____,,,,,8,FillBlank,,
F_MAT_L024_Q234,24,Even & Odd Numbers,The last digit of an odd number can be 1 • 3 • 5 • 7 • _____,,,,,9,FillBlank,,
F_MAT_L024_Q235,24,Even & Odd Numbers,Even + Even =,Even,Odd,,,Even,MCQ,,
F_MAT_L024_Q236,24,Even & Odd Numbers,Odd + Odd =,Even,Odd,,,Even,MCQ,,
F_MAT_L024_Q237,24,Even & Odd Numbers,Even + Odd =,Even,Odd,,,Odd,MCQ,,
F_MAT_L024_Q238,24,Even & Odd Numbers,Odd + Even =,Even,Odd,,,Odd,MCQ,,
F_MAT_L024_Q239,24,Even & Odd Numbers,Even × Odd =,Even,Odd,,,Even,MCQ,,
F_MAT_L024_Q240,24,Even & Odd Numbers,Odd × Odd =,Even,Odd,,,Odd,MCQ,,
F_MAT_L025_Q241,25,Even & Odd Numbers,Which number is an even number?,41,56,73,95,56,MCQ,,
F_MAT_L025_Q242,25,Even & Odd Numbers,True or False: 27 is an odd number.,TRUE,FALSE,,,TRUE,MCQ,,
F_MAT_L025_Q243,25,Even & Odd Numbers,What is the next even number after 18? Answer: _____,,,,,20,FillBlank,,
F_MAT_L025_Q244,25,Even & Odd Numbers,Which number is an odd number?,64,82,99,46,99,MCQ,,
F_MAT_L025_Q245,25,Even & Odd Numbers,True or False: Every even number is divisible by 2.,TRUE,FALSE,,,TRUE,MCQ,,
F_MAT_L025_Q246,25,Even & Odd Numbers,What is the smallest odd number greater than 48? Answer: _____,,,,,49,FillBlank,,
F_MAT_L025_Q247,25,Even & Odd Numbers,Which pair contains two even numbers?,21 and 42,36 and 58,17 and 39,45 and 60,36 and 58,MCQ,,
F_MAT_L025_Q248,25,Even & Odd Numbers,True or False: The sum of two odd numbers is an odd number.,TRUE,FALSE,,,FALSE,MCQ,,
F_MAT_L025_Q249,25,Even & Odd Numbers,Even + Odd =,Even,Odd,,,Odd,MCQ,,
F_MAT_L025_Q250,25,Even & Odd Numbers,Which number cannot be the last digit of an even number?,0,4,7,8,7,MCQ,,
F_MAT_L026_Q251,26,Number Patterns,What number comes next? 2 4 6 8 __. Answer _____,9,10,11,12,10,MCQ,,
F_MAT_L026_Q252,26,Number Patterns,What number comes next? 5 10 15 20 __ . Answer: _____,22,24,25,30,25,MCQ,,
F_MAT_L026_Q253,26,Number Patterns,What number comes next? 1 3 5 7 __ . Answer: _____,8,9,10,11,9,MCQ,,
F_MAT_L026_Q254,26,Number Patterns,What number comes next? 10 20 30 40 __ . Answer: _____,45,50,55,60,50,MCQ,,
F_MAT_L026_Q255,26,Number Patterns,What number comes next? 100 90 80 70 __ . Answer: _____,50,60,65,75,60,MCQ,,
F_MAT_L026_Q256,26,Number Patterns,What number comes next? 3 6 9 12 __ . Answer: _____,14,15,16,18,15,MCQ,,
F_MAT_L026_Q257,26,Number Patterns,What number comes next? 50 45 40 35 __ . Answer: _____,25,28,30,32,30,MCQ,,
F_MAT_L026_Q258,26,Number Patterns,What number is missing? 4 8 __ 16 20 . Answer: _____,10,12,14,18,12,MCQ,,
F_MAT_L026_Q259,26,Number Patterns,What number is missing? 7 14 __ 28 35 . Answer: _____,18,20,21,24,21,MCQ,,
F_MAT_L026_Q260,26,Number Patterns,What number comes next? 1 2 4 8 __ . Answer: _____,10,12,14,16,16,MCQ,,
F_MAT_L027_Q261,27,Number Patterns,What number comes next? 6 8 10 12 __ Answer: _____,13,14,15,16,14,MCQ,,
F_MAT_L027_Q262,27,Number Patterns,What number comes next? 20 25 30 35 __ Answer: _____,38,39,40,45,40,MCQ,,
F_MAT_L027_Q263,27,Number Patterns,What number comes next? 4 7 10 13 __ Answer: _____,15,16,17,18,16,MCQ,,
F_MAT_L027_Q264,27,Number Patterns,What number comes next? 60 50 40 30 __ Answer: _____,15,20,25,30,20,MCQ,,
F_MAT_L027_Q265,27,Number Patterns,What number is missing? 2 4 __ 8 10 Answer: _____,5,6,7,8,6,MCQ,,
F_MAT_L027_Q266,27,Number Patterns,What number is missing? 10 20 __ 40 50 Answer: _____,25,30,35,45,30,MCQ,,
F_MAT_L027_Q267,27,Number Patterns,What number comes next? 1 4 7 10 __ Answer: _____,11,12,13,14,13,MCQ,,
F_MAT_L027_Q268,27,Number Patterns,What number comes next? 30 35 40 45 __ Answer: _____,48,49,50,55,50,MCQ,,
F_MAT_L027_Q269,27,Number Patterns,What number is missing? 9 18 __ 36 45 Answer: _____,24,26,27,30,27,MCQ,,
F_MAT_L027_Q270,27,Number Patterns,What number comes next? 8 16 24 32 __ Answer: _____,36,38,40,42,40,MCQ,,
F_MAT_L028_Q271,28,Addition,2 + 3 = _____,,,,,5,FillBlank,,
F_MAT_L028_Q272,28,Addition,1 + 4 = _____,,,,,5,FillBlank,,
F_MAT_L028_Q273,28,Addition,5 + 2 = _____,,,,,7,FillBlank,,
F_MAT_L028_Q274,28,Addition,3 + 6 = _____,,,,,9,FillBlank,,
F_MAT_L028_Q275,28,Addition,4 + 4 = _____,,,,,8,FillBlank,,
F_MAT_L028_Q276,28,Addition,2 + 2 = _____,,,,,4,FillBlank,,
F_MAT_L028_Q277,28,Addition,3 + 3 = _____,,,,,6,FillBlank,,
F_MAT_L028_Q278,28,Addition,4 + 4 = _____,,,,,8,FillBlank,,
F_MAT_L028_Q279,28,Addition,5 + 5 = _____,,,,,10,FillBlank,,
F_MAT_L028_Q280,28,Addition,6 + 6 = _____,,,,,12,FillBlank,,
F_MAT_L029_Q281,29,Addition,7 + 7 = _____,,,,,14,FillBlank,,
F_MAT_L029_Q282,29,Addition,8 + 8 = _____,,,,,16,FillBlank,,
F_MAT_L029_Q283,29,Addition,9 + 9 = _____,,,,,18,FillBlank,,
F_MAT_L029_Q284,29,Addition,2 + 3 = _____,,,,,5,FillBlank,,
F_MAT_L029_Q285,29,Addition,3 + 4 = _____,,,,,7,FillBlank,,
F_MAT_L029_Q286,29,Addition,4 + 5 = _____,,,,,9,FillBlank,,
F_MAT_L029_Q287,29,Addition,5 + 6 = _____,,,,,11,FillBlank,,
F_MAT_L029_Q288,29,Addition,6 + 7 = _____,,,,,13,FillBlank,,
F_MAT_L029_Q289,29,Addition,7 + 8 = _____,,,,,15,FillBlank,,
F_MAT_L029_Q290,29,Addition,8 + 9 = _____,,,,,17,FillBlank,,
F_MAT_L030_Q291,30,Addition,2 + 4 = _____,,,,,6,FillBlank,,
F_MAT_L030_Q292,30,Addition,3 + 5 = _____,,,,,8,FillBlank,,
F_MAT_L030_Q293,30,Addition,4 + 6 = _____,,,,,10,FillBlank,,
F_MAT_L030_Q294,30,Addition,8 + 4 = _____,,,,,12,FillBlank,,
F_MAT_L030_Q295,30,Addition,2 + 7 = _____,,,,,9,FillBlank,,
F_MAT_L030_Q296,30,Addition,9 + 5 = _____,,,,,14,FillBlank,,
F_MAT_L030_Q297,30,Addition,6 + 3 = _____,,,,,9,FillBlank,,
F_MAT_L030_Q298,30,Addition,7 + 9 = _____,,,,,16,FillBlank,,
F_MAT_L030_Q299,30,Addition,5 + 8 = _____,,,,,13,FillBlank,,
F_MAT_L030_Q300,30,Addition,4 + 7 = _____,,,,,11,FillBlank,,
F_MAT_L031_Q301,31,Addition,2 + 8 = _____,,,,,10,FillBlank,,
F_MAT_L031_Q302,31,Addition,6 + 9 = _____,,,,,15,FillBlank,,
F_MAT_L031_Q303,31,Addition,3 + 8 = _____,,,,,11,FillBlank,,
F_MAT_L031_Q304,31,Addition,5 + 7 = _____,,,,,12,FillBlank,,
F_MAT_L031_Q305,31,Addition,4 + 9 = _____,,,,,13,FillBlank,,
F_MAT_L031_Q306,31,Addition,2 + 6 = _____,,,,,8,FillBlank,,
F_MAT_L031_Q307,31,Addition,8 + 8 = _____,,,,,16,FillBlank,,
F_MAT_L031_Q308,31,Addition,3 + 9 = _____,,,,,12,FillBlank,,
F_MAT_L031_Q309,31,Addition,7 + 7 = _____,,,,,14,FillBlank,,
F_MAT_L031_Q310,31,Addition,8 + 8 = _____,,,,,16,FillBlank,,
F_MAT_L032_Q311,32,Addition,Rina has 2 apples. Her mother gives her 3 more. How many apples does she have? She have _____ apples,4,5,6,7,5,MCQ,,
F_MAT_L032_Q312,32,Addition,A boy has 4 balloons. He gets 5 more balloons. How many balloons does he have?,8,9,10,11,9,MCQ,,
F_MAT_L032_Q313,32,Addition,There are 6 birds on a tree. 2 more birds come. How many birds are there now?,7,8,9,10,8,MCQ,,
F_MAT_L032_Q314,32,Addition,A basket has 7 oranges. 3 more oranges are added. How many oranges are there?,9,10,11,12,10,MCQ,,
F_MAT_L032_Q315,32,Addition,A classroom has 5 girls and 6 boys. How many students are there?,10,11,12,13,11,MCQ,,
F_MAT_L032_Q316,32,Addition,Ali has 8 marbles. His friend gives him 4 more. How many marbles does Ali have?,11,12,13,14,12,MCQ,,
F_MAT_L032_Q317,32,Addition,A farmer has 9 cows and buys 5 more cows. How many cows does he have?,13,14,15,16,14,MCQ,,
F_MAT_L032_Q318,32,Addition,A shelf has 3 books. You put 8 more books on it. How many books are on the shelf now?,10,11,12,13,11,MCQ,,
F_MAT_L032_Q319,32,Addition,A box contains 2 toys. Another box contains 9 toys. How many toys are there altogether?,10,11,12,13,11,MCQ,,
F_MAT_L032_Q320,32,Addition,There are 7 flowers in one vase and 8 flowers in another vase. How many flowers are there in total?,14,15,16,17,15,MCQ,,
F_MAT_L033_Q321,33,Addition,_____ + 2 = 5,,,,,3,FillBlank,,
F_MAT_L033_Q322,33,Addition,_____ + 3 = 7,,,,,4,FillBlank,,
F_MAT_L033_Q323,33,Addition,_____ + 4 = 9,,,,,5,FillBlank,,
F_MAT_L033_Q324,33,Addition,_____ + 5 = 11,,,,,6,FillBlank,,
F_MAT_L033_Q325,33,Addition,_____ + 6 = 13,,,,,7,FillBlank,,
F_MAT_L033_Q326,33,Addition,_____ + 7 = 15,,,,,8,FillBlank,,
F_MAT_L033_Q327,33,Addition,_____ + 8 = 17,,,,,9,FillBlank,,
F_MAT_L033_Q328,33,Addition,_____ + 9 = 18,,,,,9,FillBlank,,
F_MAT_L033_Q329,33,Addition,2 + _____ = 8,,,,,6,FillBlank,,
F_MAT_L033_Q330,33,Addition,3 + _____ = 10,,,,,7,FillBlank,,
F_MAT_L034_Q331,34,Addition,4 + _____ = 12,,,,,8,FillBlank,,
F_MAT_L034_Q332,34,Addition,5 + _____ = 14,,,,,9,FillBlank,,
F_MAT_L034_Q333,34,Addition,6 + _____ = 15,,,,,9,FillBlank,,
F_MAT_L034_Q334,34,Addition,7 + _____ = 16,,,,,9,FillBlank,,
F_MAT_L034_Q335,34,Addition,8 + _____ = 18,,,,,10,FillBlank,,
F_MAT_L034_Q336,34,Addition,6 + 3 = _____,,,,,9,FillBlank,,
F_MAT_L034_Q337,34,Addition,7 + 9 = _____,,,,,16,FillBlank,,
F_MAT_L034_Q338,34,Addition,9 + 9 = _____,,,,,18,FillBlank,,
F_MAT_L034_Q339,34,Addition,2 + 3 = _____,,,,,5,FillBlank,,
F_MAT_L034_Q340,34,Addition,_____ + 6 = 13,,,,,7,FillBlank,,
F_MAT_L035_Q341,35,Subtraction,8 - 3 = _____,,,,,5,FillBlank,,
F_MAT_L035_Q342,35,Subtraction,10 - 4 = _____,,,,,6,FillBlank,,
F_MAT_L035_Q343,35,Subtraction,9 - 2 = _____,,,,,7,FillBlank,,
F_MAT_L035_Q344,35,Subtraction,7 - 5 = _____,,,,,2,FillBlank,,
F_MAT_L035_Q345,35,Subtraction,10 - 3 = _____,,,,,7,FillBlank,,
F_MAT_L035_Q346,35,Subtraction,9 - 4 = _____,,,,,5,FillBlank,,
F_MAT_L035_Q347,35,Subtraction,8 - 2 = _____,,,,,6,FillBlank,,
F_MAT_L035_Q348,35,Subtraction,10 - 5 = _____,,,,,5,FillBlank,,
F_MAT_L035_Q349,35,Subtraction,9 - 7 = _____,,,,,2,FillBlank,,
F_MAT_L035_Q350,35,Subtraction,8 - 6 = _____,,,,,2,FillBlank,,
F_MAT_L036_Q351,36,Subtraction,10 - 8 = _____,,,,,2,FillBlank,,
F_MAT_L036_Q352,36,Subtraction,7 - 3 = _____,,,,,4,FillBlank,,
F_MAT_L036_Q353,36,Subtraction,6 - 5 = _____,,,,,1,FillBlank,,
F_MAT_L036_Q354,36,Subtraction,10 - 9 = _____,,,,,1,FillBlank,,
F_MAT_L036_Q355,36,Subtraction,9 - 1 = _____,,,,,8,FillBlank,,
F_MAT_L036_Q356,36,Subtraction,8 - 5 = _____,,,,,3,FillBlank,,
F_MAT_L036_Q357,36,Subtraction,7 - 4 = _____,,,,,3,FillBlank,,
F_MAT_L036_Q358,36,Subtraction,6 - 2 = _____,,,,,4,FillBlank,,
F_MAT_L036_Q359,36,Subtraction,5 - 3 = _____,,,,,2,FillBlank,,
F_MAT_L036_Q360,36,Subtraction,10 - 2 = _____,,,,,8,FillBlank,,
F_MAT_L037_Q361,37,Subtraction,_____ - 2 = 5,,,,,7,FillBlank,,
F_MAT_L037_Q362,37,Subtraction,_____ - 3 = 7,,,,,10,FillBlank,,
F_MAT_L037_Q363,37,Subtraction,_____ - 4 = 9,,,,,13,FillBlank,,
F_MAT_L037_Q364,37,Subtraction,_____ - 5 = 11,,,,,16,FillBlank,,
F_MAT_L037_Q365,37,Subtraction,_____ - 6 = 13,,,,,19,FillBlank,,
F_MAT_L037_Q366,37,Subtraction,_____ - 7 = 8,,,,,15,FillBlank,,
F_MAT_L037_Q367,37,Subtraction,_____ - 8 = 10,,,,,18,FillBlank,,
F_MAT_L037_Q368,37,Subtraction,_____ - 9 = 6,,,,,15,FillBlank,,
F_MAT_L037_Q369,37,Subtraction,_____ - 10 = 9,,,,,19,FillBlank,,
F_MAT_L037_Q370,37,Subtraction,_____ - 5 = 14,,,,,19,FillBlank,,
F_MAT_L038_Q371,38,Subtraction,8 - _____ = 2,,,,,6,FillBlank,,
F_MAT_L038_Q372,38,Subtraction,10 - _____ = 3,,,,,7,FillBlank,,
F_MAT_L038_Q373,38,Subtraction,12 - _____ = 4,,,,,8,FillBlank,,
F_MAT_L038_Q374,38,Subtraction,14 - _____ = 5,,,,,9,FillBlank,,
F_MAT_L038_Q375,38,Subtraction,15 - _____ = 6,,,,,9,FillBlank,,
F_MAT_L038_Q376,38,Subtraction,16 - _____ = 7,,,,,9,FillBlank,,
F_MAT_L038_Q377,38,Subtraction,17 - _____ = 8,,,,,9,FillBlank,,
F_MAT_L038_Q378,38,Subtraction,18 - _____ = 9,,,,,9,FillBlank,,
F_MAT_L038_Q379,38,Subtraction,19 - _____ = 10,,,,,9,FillBlank,,
F_MAT_L038_Q380,38,Subtraction,20 - _____ = 11,,,,,9,FillBlank,,
F_MAT_L039_Q381,39,Subtraction,17 - 8 = _____,,,,,9,FillBlank,,
F_MAT_L039_Q382,39,Subtraction,_____ - 4 = 9,,,,,13,FillBlank,,
F_MAT_L039_Q383,39,Subtraction,15 - _____ = 8,,,,,7,FillBlank,,
F_MAT_L039_Q384,39,Subtraction,19 - 7 = _____,,,,,12,FillBlank,,
F_MAT_L039_Q385,39,Subtraction,_____ - 6 = 10,,,,,16,FillBlank,,
F_MAT_L039_Q386,39,Subtraction,18 - _____ = 9,,,,,9,FillBlank,,
F_MAT_L039_Q387,39,Subtraction,14 - 5 = _____,,,,,9,FillBlank,,
F_MAT_L039_Q388,39,Subtraction,_____ - 3 = 11,,,,,14,FillBlank,,
F_MAT_L039_Q389,39,Subtraction,20 - _____ = 12,,,,,8,FillBlank,,
F_MAT_L039_Q390,39,Subtraction,16 - 9 = _____,,,,,7,FillBlank,,
F_MAT_L040_Q391,40,Subtraction,_____ - 8 = 7,,,,,15,FillBlank,,
F_MAT_L040_Q392,40,Subtraction,13 - _____ = 4,,,,,9,FillBlank,,
F_MAT_L040_Q393,40,Subtraction,12 - 5 = _____,,,,,7,FillBlank,,
F_MAT_L040_Q394,40,Subtraction,_____ - 9 = 8,,,,,17,FillBlank,,
F_MAT_L040_Q395,40,Subtraction,18 - _____ = 10,,,,,8,FillBlank,,
F_MAT_L040_Q396,40,Subtraction,11 - 3 = _____,,,,,8,FillBlank,,
F_MAT_L040_Q397,40,Subtraction,_____ - 7 = 9,,,,,16,FillBlank,,
F_MAT_L040_Q398,40,Subtraction,15 - _____ = 6,,,,,9,FillBlank,,
F_MAT_L040_Q399,40,Subtraction,19 - 10 = _____,,,,,9,FillBlank,,
F_MAT_L040_Q400,40,Subtraction,_____ - 5 = 13,,,,,18,FillBlank,,
F_MAT_L041_Q401,41,Subtraction Word Problems,Riya has 12 apples. She gives 5 apples to her friend. How many apples does she have left?,,,,,7,FillBlank,,
F_MAT_L041_Q402,41,Subtraction Word Problems,Tom has 15 balloons. 6 balloons burst. How many balloons are left?,,,,,9,FillBlank,,
F_MAT_L041_Q403,41,Subtraction Word Problems,A basket has 18 oranges. 7 oranges are taken out. How many oranges remain?,,,,,11,FillBlank,,
F_MAT_L041_Q404,41,Subtraction Word Problems,Sara has 14 pencils. She gives 8 pencils to her classmates. How many pencils does she have now?,,,,,6,FillBlank,,
F_MAT_L041_Q405,41,Subtraction Word Problems,There are 20 birds on a tree. 9 birds fly away. How many birds are still on the tree?,,,,,11,FillBlank,,
F_MAT_L041_Q406,41,Subtraction Word Problems,A toy box has 16 toys. 4 toys are taken out to play. How many toys are left in the box?,,,,,12,FillBlank,,
F_MAT_L041_Q407,41,Subtraction Word Problems,Ali has 19 candies. He eats 10 candies. How many candies does he have left?,,,,,9,FillBlank,,
F_MAT_L041_Q408,41,Subtraction Word Problems,A library has 17 storybooks on a shelf. 5 books are borrowed. How many books are left?,,,,,12,FillBlank,,
F_MAT_L041_Q409,41,Subtraction Word Problems,Emma picked 13 flowers. She gave 6 flowers to her mother. How many flowers does she have now?,,,,,7,FillBlank,,
F_MAT_L041_Q410,41,Subtraction Word Problems,A farmer has 18 chickens. He sells 8 chickens. How many chickens does he have left?,,,,,10,FillBlank,,
F_MAT_L042_Q411,42,Challenge 1: Word Problems,Sam has 7 marbles. He gets 5 more marbles from his friend. How many marbles does he have now?,,,,,12,FillBlank,,
F_MAT_L042_Q412,42,Challenge 1: Word Problems,Lily has 14 cookies. She gives 6 cookies to her brother. How many cookies are left?,,,,,8,FillBlank,,
F_MAT_L042_Q413,42,Challenge 1: Word Problems,There are 9 birds on a tree. 8 more birds join them. How many birds are on the tree now?,,,,,17,FillBlank,,
F_MAT_L042_Q414,42,Challenge 1: Word Problems,A box has 18 crayons. 7 crayons are lost. How many crayons are left?,,,,,11,FillBlank,,
F_MAT_L042_Q415,42,Challenge 1: Word Problems,Emma has 6 stickers. She buys 9 more stickers. How many stickers does she have altogether?,,,,,15,FillBlank,,
F_MAT_L042_Q416,42,Challenge 1: Word Problems,A bus has 16 passengers. 5 passengers get off the bus. How many passengers remain?,,,,,11,FillBlank,,
F_MAT_L042_Q417,42,Challenge 1: Word Problems,Noah collects 11 shells at the beach. Later, he finds 7 more shells. How many shells does he have in total?,,,,,18,,
F_MAT_L042_Q418,42,Challenge 1: Word Problems,A jar contains 20 candies. Mia eats 8 candies. How many candies are left in the jar?,,,,,12,FillBlank,,
F_MAT_L042_Q419,42,Challenge 1: Word Problems,There are 10 fish in a pond. 6 more fish are added. How many fish are in the pond now?,,,,,16,FillBlank,,
F_MAT_L042_Q420,42,Challenge 1: Word Problems,Sophia has 15 balloons. She gives 9 balloons to her friends. How many balloons does she have left?,,,,,6,FillBlank,,
F_MAT_L043_Q421,43,Challenge 2: Addition & Subtraction,8 + 9 = _____,,,,,17,FillBlank,,
F_MAT_L043_Q422,43,Challenge 2: Addition & Subtraction,17 - 8 = _____,,,,,9,FillBlank,,
F_MAT_L043_Q423,43,Challenge 2: Addition & Subtraction,_____ + 5 = 14,,,,,9,FillBlank,,
F_MAT_L043_Q424,43,Challenge 2: Addition & Subtraction,18 - _____ = 10,,,,,8,FillBlank,,
F_MAT_L043_Q425,43,Challenge 2: Addition & Subtraction,Liam has 7 toy cars. He gets 8 more toy cars for his birthday. How many toy cars does he have now?,,,,,15,FillBlank,,
F_MAT_L043_Q426,43,Challenge 2: Addition & Subtraction,_____ - 6 = 11,,,,,17,FillBlank,,
F_MAT_L043_Q427,43,Challenge 2: Addition & Subtraction,9 + _____ = 17,,,,,8,FillBlank,,
F_MAT_L043_Q428,43,Challenge 2: Addition & Subtraction,A basket has 16 oranges. 7 oranges are eaten. How many oranges are left?,,,,,9,FillBlank,,
F_MAT_L043_Q429,43,Challenge 2: Addition & Subtraction,13 + 6 = _____,,,,,19,FillBlank,,
F_MAT_L043_Q430,43,Challenge 2: Addition & Subtraction,19 - 5 = _____,,,,,14,FillBlank,,
F_MAT_L044_Q431,44,Challenge 3: Addition & Subtraction,9 + 8 = _____,,,,,17,FillBlank,,
F_MAT_L044_Q432,44,Challenge 3: Addition & Subtraction,18 - 7 = _____,,,,,11,FillBlank,,
F_MAT_L044_Q433,44,Challenge 3: Addition & Subtraction,_____ + 6 = 15,,,,,9,FillBlank,,
F_MAT_L044_Q434,44,Challenge 3: Addition & Subtraction,16 - _____ = 9,,,,,7,FillBlank,,
F_MAT_L044_Q435,44,Challenge 3: Addition & Subtraction,A basket has 12 apples. 5 more apples are added. How many apples are there now?,,,,,17,FillBlank,,
F_MAT_L044_Q436,44,Challenge 3: Addition & Subtraction,_____ - 4 = 10,,,,,14,FillBlank,,
F_MAT_L044_Q437,44,Challenge 3: Addition & Subtraction,7 + _____ = 18,,,,,11,FillBlank,,
F_MAT_L044_Q438,44,Challenge 3: Addition & Subtraction,A box has 19 crayons. 8 crayons are taken out. How many crayons are left?,,,,,11,FillBlank,,
F_MAT_L044_Q439,44,Challenge 3: Addition & Subtraction,14 + 5 = _____,,,,,19,FillBlank,,
F_MAT_L044_Q440,44,Challenge 3: Addition & Subtraction,20 - 9 = _____,,,,,11,FillBlank,,
F_MAT_L045_Q441,45,Multiplication (2x),2 × 1 = _____,,,,,2,FillBlank,,
F_MAT_L045_Q442,45,Multiplication (2x),2 × 2 = _____,,,,,4,FillBlank,,
F_MAT_L045_Q443,45,Multiplication (2x),2 × 3 = _____,,,,,6,FillBlank,,
F_MAT_L045_Q444,45,Multiplication (2x),2 × 4 = _____,,,,,8,FillBlank,,
F_MAT_L045_Q445,45,Multiplication (2x),2 × 5 = _____,,,,,10,FillBlank,,
F_MAT_L045_Q446,45,Multiplication (2x),2 × 6 = _____,,,,,12,FillBlank,,
F_MAT_L045_Q447,45,Multiplication (2x),2 × 7 = _____,,,,,14,FillBlank,,
F_MAT_L045_Q448,45,Multiplication (2x),2 × 8 = _____,,,,,16,FillBlank,,
F_MAT_L045_Q449,45,Multiplication (2x),2 × 9 = _____,,,,,18,FillBlank,,
F_MAT_L045_Q450,45,Multiplication (2x),2 × 10 = _____,,,,,20,FillBlank,,
F_MAT_L046_Q451,46,Multiplication (2x),8 × 2 = _____,,,,,16,FillBlank,,
F_MAT_L046_Q452,46,Multiplication (2x),1 × 2 = _____,,,,,2,FillBlank,,
F_MAT_L046_Q453,46,Multiplication (2x),2 × 2 = _____,,,,,4,FillBlank,,
F_MAT_L046_Q454,46,Multiplication (2x),5 × 2 = _____,,,,,10,FillBlank,,
F_MAT_L046_Q455,46,Multiplication (2x),3 × 2 = _____,,,,,6,FillBlank,,
F_MAT_L046_Q456,46,Multiplication (2x),4 × 2 = _____,,,,,8,FillBlank,,
F_MAT_L046_Q457,46,Multiplication (2x),7 × 2 = _____,,,,,14,FillBlank,,
F_MAT_L046_Q458,46,Multiplication (2x),9 × 2 = _____,,,,,18,FillBlank,,
F_MAT_L046_Q459,46,Multiplication (2x),6 × 2 = _____,,,,,12,FillBlank,,
F_MAT_L046_Q460,46,Multiplication (2x),10 × 2 = _____,,,,,20,FillBlank,,
F_MAT_L047_Q461,47,Multiplication (2x),There are 2 flowers in each vase. How many flowers are in 7 vases?,12,13,14,15,14,MCQ,,
F_MAT_L047_Q462,47,Multiplication (2x),There are 2 apples in each basket. How many apples are in 3 baskets?,4,5,6,7,6,MCQ,,
F_MAT_L047_Q463,47,Multiplication (2x),Each shelf holds 2 books. How many books are on 9 shelves?,16,17,18,19,18,MCQ,,
F_MAT_L047_Q464,47,Multiplication (2x),Each box has 2 chocolates. How many chocolates are in 5 boxes?,8,9,10,11,10,MCQ,,
F_MAT_L047_Q465,47,Multiplication (2x),A teacher gives 2 pencils to each of 4 students. How many pencils are given?,6,7,8,9,8,MCQ,,
F_MAT_L047_Q466,47,Multiplication (2x),A pair has 2 socks. How many socks are in 8 pairs?,14,15,16,17,16,MCQ,,
F_MAT_L047_Q467,47,Multiplication (2x),A bicycle has 2 wheels. How many wheels do 6 bicycles have?,10,11,12,13,12,MCQ,,
F_MAT_L047_Q468,47,Multiplication (2x),A shop sells 2 balloons every hour. How many balloons are sold in 10 hours?,18,19,20,21,20,MCQ,,
F_MAT_L047_Q469,47,Multiplication (2x),Each bag has 2 oranges. How many oranges are in 2 bags?,2,3,4,5,4,MCQ,,
F_MAT_L047_Q470,47,Multiplication (2x),There are 2 stars on each card. How many stars are on 1 card?,1,2,3,4,2,MCQ,,
F_MAT_L048_Q471,48,Multiplication (3x),3 × 1 = _____,,,,,3,FillBlank,,
F_MAT_L048_Q472,48,Multiplication (3x),3 × 2 = _____,,,,,6,FillBlank,,
F_MAT_L048_Q473,48,Multiplication (3x),3 × 3 = _____,,,,,9,FillBlank,,
F_MAT_L048_Q474,48,Multiplication (3x),3 × 4 = _____,,,,,12,FillBlank,,
F_MAT_L048_Q475,48,Multiplication (3x),3 × 5 = _____,,,,,15,FillBlank,,
F_MAT_L048_Q476,48,Multiplication (3x),3 × 6 = _____,,,,,18,FillBlank,,
F_MAT_L048_Q477,48,Multiplication (3x),3 × 7 = _____,,,,,21,FillBlank,,
F_MAT_L048_Q478,48,Multiplication (3x),3 × 8 = _____,,,,,24,FillBlank,,
F_MAT_L048_Q479,48,Multiplication (3x),3 × 9 = _____,,,,,27,FillBlank,,
F_MAT_L048_Q480,48,Multiplication (3x),3 × 10 = _____,,,,,30,FillBlank,,
